04-Jun-2025 12:28:28

 -2.4515E-01,   5.0348E-05,   4.1665E-05,  -3.7543E-05
 -2.3720E-01,   6.0352E-05,   4.1700E-05,  -3.7376E-05
 -2.1199E-01,   7.0340E-05,   4.1736E-05,  -3.7349E-05
 -2.0812E-01,   8.0350E-05,   4.1769E-05,  -3.7161E-05
 -2.1115E-01,   9.0338E-05,   4.1800E-05,  -3.7053E-05
 -1.0258E+00,   5.6220E-07,   5.1915E-05,  -3.6936E-05
 -2.1109E-01,   1.0429E-05,   5.1934E-05,  -3.8611E-05
 -2.2388E-01,   2.0430E-05,   5.1959E-05,  -3.8190E-05
 -2.2071E-01,   3.0418E-05,   5.1985E-05,  -3.8243E-05
 -2.2847E-01,   4.0420E-05,   5.2012E-05,  -3.8313E-05
 -2.3287E-01,   5.0408E-05,   5.2038E-05,  -3.8225E-05
 -2.0060E-01,   6.0407E-05,   5.2069E-05,  -3.7845E-05
 -1.3485E-01,   7.0397E-05,   5.2100E-05,  -3.7794E-05
 -2.3051E-01,   8.0402E-05,   5.2124E-05,  -3.7678E-05
 -2.3745E-01,   9.0384E-05,   5.2157E-05,  -3.7575E-05
 -2.5005E-01,   6.1500E-07,   6.2279E-05,  -3.9555E-05
 -2.3578E-01,   1.0482E-05,   6.2329E-05,  -3.8864E-05
 -2.3121E-01,   2.0488E-05,   6.2349E-05,  -3.8724E-05
 -2.2747E-01,   3.0480E-05,   6.2380E-05,  -3.8630E-05
 -2.4953E-01,   4.0477E-05,   6.2404E-05,  -3.8663E-05
 -2.3273E-01,   5.0465E-05,   6.2428E-05,  -3.8563E-05
 -2.7402E-01,   6.0468E-05,   6.2457E-05,  -3.8376E-05
 -2.4451E-01,   7.0469E-05,   6.2486E-05,  -3.8145E-05
 -2.2221E-01,   8.0471E-05,   6.2521E-05,  -3.7851E-05
 -2.5252E-01,   9.0454E-05,   6.2554E-05,  -3.7891E-05
 -2.3693E-01,   6.8320E-07,   7.2684E-05,  -3.9962E-05
 -2.3790E-01,   1.0544E-05,   7.2711E-05,  -3.9343E-05
 -2.1886E-01,   2.0554E-05,   7.2744E-05,  -3.9289E-05
 -1.8538E-01,   3.0544E-05,   7.2775E-05,  -3.9074E-05
 -2.2910E-01,   4.0543E-05,   7.2808E-05,  -3.9156E-05
 -2.2101E-01,   5.0531E-05,   7.2839E-05,  -3.8978E-05
 -2.3243E-01,   6.0539E-05,   7.2869E-05,  -3.8839E-05
 -2.0994E-01,   7.0520E-05,   7.2896E-05,  -3.8585E-05
 -2.1010E-01,   8.0521E-05,   7.2920E-05,  -3.8217E-05
 -2.1293E-01,   9.0509E-05,   7.2947E-05,  -3.8229E-05
 -1.9264E-01,   7.3160E-07,   8.3062E-05,  -4.0291E-05
 -2.2163E-01,   1.0596E-05,   8.3081E-05,  -3.9692E-05
 -2.1436E-01,   2.0609E-05,   8.3106E-05,  -3.9730E-05
 -1.9342E-01,   3.0603E-05,   8.3128E-05,  -3.9512E-05
 -2.3776E-01,   4.0600E-05,   8.3154E-05,  -3.9544E-05
 -2.4005E-01,   5.0588E-05,   8.3181E-05,  -3.9387E-05
 -2.3824E-01,   6.0587E-05,   8.3207E-05,  -3.9303E-05
 -2.2949E-01,   7.0571E-05,   8.3240E-05,  -3.9077E-05
 -2.2207E-01,   8.0576E-05,   8.3267E-05,  -3.8735E-05
 -2.0577E-01,   9.0566E-05,   8.3293E-05,  -3.8577E-05
 -2.2659E-01,   8.0420E-07,   9.3410E-05,  -4.0799E-05
 -2.7110E-01,   1.0676E-05,   9.3432E-05,  -4.0094E-05
 -2.2248E-01,   2.0683E-05,   9.3448E-05,  -4.0219E-05
 -2.2825E-01,   3.0680E-05,   9.3474E-05,  -4.0042E-05
 -2.4048E-01,   4.0677E-05,   9.3496E-05,  -3.9982E-05
 -2.3712E-01,   5.0656E-05,   9.3520E-05,  -3.9933E-05
 -2.4448E-01,   6.0657E-05,   9.3547E-05,  -3.9655E-05
 -2.3850E-01,   7.0645E-05,   9.3573E-05,  -3.9587E-05
 -2.3143E-01,   8.0647E-05,   9.3602E-05,  -3.9361E-05
 -2.2422E-01,   9.0635E-05,   9.3626E-05,  -3.9106E-05
